"","cardId","name","cardSet","type","rarity","text","locale","playerClass","name.1","faction","health","collectible","img","imgGold","attack","race","cost","flavor","artist","howToGet","howToGetGold","inPlayText","durability","mechanics.name","mechanics.name.1","elite","mechanics.name.2","mechanics.name.3"
"1566","LOEA07_09","Chasing Trogg","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,6,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA07_09.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA07_09_premium.gif",2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","LOE_107","Eerie Statue","The League of Explorers","Minion","Rare","Can’t attack unless it’s the only minion in the battlefield.","enUS",NA,NA,NA,7,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_107.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_107_premium.gif",7,NA,4,"Don't blink!  Don't turn your back, don't look away, and DON'T BLINK.","Jim Nelson","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1568","LOE_079","Elise Starseeker","The League of Explorers","Minion","Legendary","<b>Battlecry:</b> Shuffle the 'Map to the Golden Monkey'   into your deck.","enUS",NA,"Battlecry",NA,5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_079.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_079_premium.gif",3,NA,4,"A large part of her job entails not mixing up the Map to the Golden Monkey with the Map to Monkey Island.","Luke Mancini","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",NA,NA,NA,NA,TRUE,NA,NA
"1569","LOE_019t2","Golden Monkey","The League of Explorers","Minion",NA,"<b>Taunt</b>
<b>Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.","enUS",NA,NA,NA,6,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_019t2.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_019t2_premium.gif",6,NA,4,NA,"A.J. Nazzaro",NA,NA,NA,NA,"Taunt","Battlecry",NA,NA,NA
"1570","LOE_039","Gorillabot A-3","The League of Explorers","Minion","Common","<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.","enUS",NA,"Battlecry",NA,4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_039.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_039_premium.gif",3,"Mech",4,"A-1 and A-2 went nuts, when they should have gone bolts.","Skan Srisuwan","Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1571","LOEA09_12","Hungry Naga","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA09_12.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA09_12_premium.gif",2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","LOE_051","Jungle Moonkin","The League of Explorers","Minion","Rare","Both players have
<b>Spell Damage +2</b>.","enUS","Druid","Spell Damage",NA,4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_051.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_051_premium.gif",4,"Beast",4,"The REAL angry chicken!","Mike Sass","Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1573","LOE_017","Keeper of Uldaman","The League of Explorers","Minion","Common","<b>Battlecry:</b> Set a minion's Attack and Health to 3.","enUS","Paladin","Battlecry",NA,4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_017.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_017_premium.gif",3,NA,4,"U da man!  No, U da man!","James Ryman","Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1574","LOEA04_13bt","Orsis Guard","The League of Explorers","Minion",NA,"<b>Divine Shield</b>","enUS",NA,"Divine Shield",NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_13bt.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_13bt_premium.gif",7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","LOEA04_13bth","Orsis Guard","The League of Explorers","Minion",NA,"<b>Divine Shield</b>","enUS",NA,"Divine Shield",NA,8,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_13bth.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_13bth_premium.gif",8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","LOE_024t","Rolling Boulder","The League of Explorers","Minion",NA,"At the end of your turn, destroy the minion to the left.","enUS",NA,NA,NA,4,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_024t.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_024t_premium.gif",0,NA,4,NA,"Richard Wright",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","LOE_016","Rumbling Elemental","The League of Explorers","Minion","Common","After you play a <b>Battlecry</b> minion, deal 2 damage to a random enemy.","enUS","Shaman",NA,NA,6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_016.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_016_premium.gif",2,NA,4,"He's a very hungry elemental.","Cole Eastburn","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1578","LOE_012","Tomb Pillager","The League of Explorers","Minion","Common","<b>Deathrattle:</b> Add a Coin to your hand.","enUS","Rogue","Deathrattle",NA,4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_012.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_012_premium.gif",5,NA,4,"After the guild broke up, he could no longer raid the tombs.","Dave Allsop","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1579","LOE_047","Tomb Spider","The League of Explorers","Minion","Common","<b>Battlecry: Discover</b> a Beast.","enUS",NA,"Battlecry",NA,3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_047.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_047_premium.gif",3,"Beast",4,"Less serious than its cousin, the Grave Spider.","Turovec Konstantin","Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1580","LOE_030","zzDELETE? Animated Armor","The League of Explorers","Minion","Common","<b>Taunt</b>
<b>Battlecry:</b> Copy a friendly minion's Attack and Health.","enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_030.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_030_premium.gif",1,NA,4,NA,NA,NA,NA,NA,NA,"Battlecry","Taunt",NA,NA,NA
"1581","LOE_061","Anubisath Sentinel","The League of Explorers","Minion","Common","<b>Deathrattle:</b> Give a random friendly minion +3/+3.","enUS",NA,"Deathrattle",NA,4,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_061.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_061_premium.gif",4,NA,5,"He's actually a 1/1 who picked up the hammer from the last guy.","Paul Mafayon","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1582","LOEA16_22","Archaedas","The League of Explorers","Minion",NA,"At the end of your turn, turn a random enemy minion into a 0/2 Statue.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_22.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_22_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1583","LOEA16_21","Chieftain Scarvash","The League of Explorers","Minion",NA,"Enemy cards cost (1) more.","enUS",NA,"Aura",NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_21.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_21_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1584","LOE_053","Djinni of Zephyrs","The League of Explorers","Minion","Epic","After you cast a spell on another friendly minion, cast a copy of it on this one.","enUS",NA,NA,NA,6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_053.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_053_premium.gif",4,NA,5,"If you want your wish granted, don't rub him the wrong way.","Jakub Kasper","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1585","LOEA07_12","Earthen Pursuer","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,6,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA07_12.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA07_12_premium.gif",4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","LOE_003","Ethereal Conjurer","The League of Explorers","Minion","Common","<b>Battlecry: Discover</b> a spell.","enUS","Mage","Battlecry",NA,3,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_003.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_003_premium.gif",6,NA,5,"Despite the name, he's a solid conjurer.","Ben Zhang","Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1587","LOE_111","Excavated Evil","The League of Explorers","Spell","Rare","Deal $3 damage to all minions.
Shuffle this card into your opponent's deck.","enUS","Priest",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_111.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_111_premium.gif",NA,NA,5,"MOM! DAD! DON'T TOUCH IT! IT'S EVIL!!!!!!","Raymond Swanland","Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1588","LOEA16_24","Giantfin","The League of Explorers","Minion",NA,"At the end of your turn, draw until you have as many cards as your opponent.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_24.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_24_premium.gif",5,"Murloc",5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1589","LOEA09_13","Hungry Naga","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,1,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA09_13.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA09_13_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590","LOEA16_25","Lady Naz'jar","The League of Explorers","Minion",NA,"At the end of your turn, replace all other minions with new ones of the same Cost.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_25.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_25_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1591","LOEA16_23","Lord Slitherspear","The League of Explorers","Minion",NA,"At the end of your turn, summon 1/1 Hungry Naga for each enemy minion.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_23.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_23_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1592","LOEA10_5","Mrgl Mrgl Nyah Nyah","The League of Explorers","Spell","Common","Summon 3 Murlocs that died this game.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA10_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA10_5_premium.gif",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","LOE_038","Naga Sea Witch","The League of Explorers","Minion","Epic","Your cards cost (5).","enUS",NA,"Aura",NA,5,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_038.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_038_premium.gif",5,NA,5,"If she had studied harder, she would have been a C+ witch.","Ben Zhang","Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1594","LOEA16_26","Skelesaurus Hex","The League of Explorers","Minion",NA,"At the end of your turn, give each player a random card. It costs (0).","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_26.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_26_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1595","LOEA09_8","Slithering Guard","The League of Explorers","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,6,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA09_8.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA09_8_premium.gif",3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","LOEA09_8H","Slithering Guard","The League of Explorers","Minion",NA,"<b>Taunt</b>","enUS",NA,"Taunt",NA,7,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA09_8H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA09_8H_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","LOE_086","Summoning Stone","The League of Explorers","Minion","Rare","Whenever you cast a spell, summon a random minion of the same Cost.","enUS",NA,NA,NA,6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_086.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_086_premium.gif",0,NA,5,"Sometimes it feels like it's always the same slackers that are waiting for a summon.","Jason Kang","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1598","LOEA16_19","Sun Raider Phaerix","The League of Explorers","Minion",NA,"At the end of your turn, add a Blessing of the Sun to your hand.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_19.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_19_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1599","LOEA16_27","The Steel Sentinel","The League of Explorers","Minion",NA,"This minion can only take 1 damage at a time.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_27.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_27_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1600","LOEA16_18","Zinaar","The League of Explorers","Minion",NA,"At the end of your turn, gain a wish.","enUS",NA,NA,NA,5,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_18.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_18_premium.gif",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1601","LOE_104","Entomb","The League of Explorers","Spell","Common","Choose an enemy minion.
Shuffle it into your deck.","enUS","Priest",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_104.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_104_premium.gif",NA,NA,6,"It's perfectly safe as long as you remember to put in air holes.","Alex Konstad","Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1602","LOEA07_14","Lumbering Golem","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,6,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA07_14.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA07_14_premium.gif",6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","LOE_011","Reno Jackson","The League of Explorers","Minion","Legendary","<b>Battlecry:</b> If your deck contains no more than 1 of any card, fully heal your hero.","enUS",NA,"Battlecry",NA,6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_011.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_011_premium.gif",4,NA,6,"Reno is a four-time winner of the 'Best Accessorized Explorer' award.","Tyson Murphy","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",NA,NA,NA,NA,TRUE,NA,NA
"1604","LOE_089","Wobbling Runts","The League of Explorers","Minion","Rare","<b>Deathrattle:</b> Summon three 2/2 Runts.","enUS",NA,"Deathrattle",NA,6,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_089.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_089_premium.gif",2,NA,6,"The fourth one fell off in a tragic accident.  They don't talk about it.","Sam Nielson","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1605","LOE_113","Everyfin is Awesome","The League of Explorers","Spell","Rare","Give your minions +2/+2.
Costs (1) less for each Murloc you control.","enUS","Shaman",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_113.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_113_premium.gif",NA,NA,7,"Everyfin is cool when you're part of a murloc team!","Andrius Matijoshius","Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1606","LOEA04_23","Giant Insect","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,3,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_23.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_23_premium.gif",10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","LOEA04_23h","Giant Insect","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,6,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_23h.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_23h_premium.gif",10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","LOE_009","Obsidian Destroyer","The League of Explorers","Minion","Common","At the end of your turn, summon a 1/1 Scarab with <b>Taunt</b>.","enUS","Warrior",NA,NA,7,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_009.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_009_premium.gif",7,NA,7,"No obsidian is safe around the Obsidian Destroyer!","Anton Zemskov","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1609","LOEA04_24","Anubisath Temple Guard","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_24.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_24_premium.gif",5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610","LOEA04_24h","Anubisath Temple Guard","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,15,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_24h.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_24h_premium.gif",6,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","LOE_073","Fossilized Devilsaur","The League of Explorers","Minion","Common","<b>Battlecry:</b> If you control a Beast, gain <b>Taunt</b>.","enUS",NA,"Battlecry",NA,8,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_073.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_073_premium.gif",8,NA,8,"This was the only job he could get after the dinosaur theme park debacle.","Trent Kaniuga","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1612","LOEA04_25","Seething Statue","The League of Explorers","Minion",NA,"At the end of your turn, deal 2 damage to all enemies.","enUS",NA,NA,NA,9,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_25.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_25_premium.gif",0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","LOEA04_25h","Seething Statue","The League of Explorers","Minion",NA,"At the end of your turn, deal 5 damage to all enemies.","enUS",NA,NA,NA,9,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA04_25h.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA04_25h_premium.gif",5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614","LOE_092","Arch-Thief Rafaam","The League of Explorers","Minion","Legendary","<b>Battlecry: Discover</b> a powerful Artifact.","enUS",NA,"Battlecry",NA,8,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_092.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_092_premium.gif",7,NA,9,"He's very good at retrieving artifacts.  From other people's museums.","Alex Horley Orlandelli","Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",NA,NA,NA,NA,TRUE,NA,NA
"1615","LOEA16_17","Animated Statue","The League of Explorers","Minion",NA,NA,"enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_17.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_17_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","LOE_026","Anyfin Can Happen","The League of Explorers","Spell","Rare","Summon 7 Murlocs that died this game.","enUS","Paladin",NA,NA,NA,TRUE,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOE_026.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOE_026_premium.gif",NA,NA,10,"Theme song by Ellie Goldfin and Blagghghlrlrl Harris.","Ryan Metcalf","Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",NA,NA,NA,NA,NA,NA,NA
"1617","LOEA16_22H","Archaedas","The League of Explorers","Minion",NA,"At the end of your turn, turn a random enemy minion into a 0/2 Statue.","enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_22H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_22H_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1618","LOEA16_21H","Chieftain Scarvash","The League of Explorers","Minion",NA,"Enemy cards cost (2) more.","enUS",NA,"Aura",NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_21H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_21H_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1619","LOEA16_24H","Giantfin","The League of Explorers","Minion",NA,"At the end of your turn, draw 2 cards.","enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_24H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_24H_premium.gif",10,"Murloc",10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1620","LOEA16_25H","Lady Naz'jar","The League of Explorers","Minion",NA,"At the end of your turn, replace all other minions with new ones of the same Cost.","enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_25H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_25H_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1621","LOEA16_3","Lantern of Power","The League of Explorers","Spell",NA,"Give a minion +10/+10.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_3.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_3_premium.gif",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","LOEA16_23H","Lord Slitherspear","The League of Explorers","Minion",NA,"At the end of your turn, summon 1/1 Hungry Naga for each enemy minion.","enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_23H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_23H_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1623","LOEA16_5","Mirror of Doom","The League of Explorers","Spell",NA,"Fill your board with 3/3 Mummy Zombies.","enUS",NA,NA,NA,NA,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_5.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_5_premium.gif",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","LOEA16_26H","Skelesaurus Hex","The League of Explorers","Minion",NA,"At the end of your turn, put a random card in your hand. It costs (0).","enUS",NA,NA,NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_26H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_26H_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1625","LOEA16_19H","Sun Raider Phaerix","The League of Explorers","Minion",NA,"Your other minions are <b>Immune</b>.","enUS",NA,"Aura",NA,10,NA,"http://wow.zamimg.com/images/hearthstone/cards/enus/original/LOEA16_19H.png","http://wow.zamimg.com/images/hearthstone/cards/enus/animated/LOEA16_19H_premium.gif",10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
